TITLE,TAG
Philippines opposes Nobel Prize winner Ressa going to Oslo,World
Paris throttles e-scooter speed except on main streets,World
Greece denies spying on media,World
Ethiopia admonishes US,World
"Ukraine prepared for escalation with Russia, says presidentKIEV: President Volodymyr Zelensky said on Friday Ukraine was ready to take on Russia if Moscow decides to move troops across the border, amid growing Western concern over a new Russian military buildup.""There is a threat today that there will be war tomorrow,"" Zelensky told a news conference. ""We are entirely prepared for an escalation."" ""We need to depend on ourselves, on our army. It is powerful,"" he added.Western countries have this month raised alarm over reported Russian military...",World
Iran police fire tear gas at water protesters in Isfahan,World
Indian builds Taj Mahal replica home for wife,World
China extends maternity leave to boost births,World
UK bans Hamas in its entirety as ‘terrorist group’,World
Tunisian navy ‘rescues’ 500 migrants,World
Macron tells Johnson to ‘get serious’ on Channel crisis,World
Turkey defies pressure to keep activist in jail,World
London Underground faces 24-hour strike,World
Iran militia unveils George Floyd video game,World
"US, six other nations urge tight ban on arms sales to Myanmar",World
Iran accuses UN N-watchdog of bowing to West’s pressure,World
EU court refuses to restore ex-Catalan leader’s immunity,World
Lukashenko tells migrants they have ‘right’ to go to EU,World
"Italy, France cement ties with new treaty",World
Court ruling on Meghan privacy case due next week,World
Paris archbishop offers to resign after reports on private life,World
Russia mourns dead miners as ‘miracle’ survivor found,World
UN decries attack on court in Libya ahead of national vote,World
"Greece opens two more ‘closed’ migrant campsKOS, Greece: Greece on Saturday opened two more of its new ""closed"" migrant camps that have been criticised by rights groups for their restrictive measures.""A new era is beginning,"" Minister of Migration Notis Mitarachi said announcing the opening of the camps on the islands of Leros and Kos.""We are extricating our islands from the migration problem and its consequences,"" he said. ""The images that we all remember from 2015-2019 are now in the past.""Greece was the main point where more than one...",World
Trudeau tours flood-ravaged western Canada,World
"Jailbreak in Iraq foiled, one prisoner killed",World
Two die as powerful storm batters UK,World
"Japan PM vows to step up defence amid China, North Korea threats",World
UAE 100pc population received one Covid jab,World
Widow of S Korean dictator apologises for husband’s rule,World
Russia spy chief says Ukraine invasion plan ‘malicious’ US propaganda,World
Spanish police protest govt plan to reform ‘gag law’,World
"Anti-govt protesters block bridges, roads in Serbia",World
"Swiss voters firmly back Covid pass law; UK to enforce new Covid rules from Tuesday; Online conspiracies fuel Dutch Covid unrestThe Hague: When Covid riots rocked the Netherlands for the second time in a year, Ricardo Pronk was there to livestream it all to his followers on social media.The 50-year-old anti-vaccination activist administered a Facebook group with 10,000 followers, which had shared a call for a demonstration in the port city of Rotterdam on November 19 that later turned violent.The group, which was recently removed by Facebook, is part of a network of conspiracy theorists and Covid-deniers on social...",World
French minister flies to Caribbean islands,World
Stowaway hides in landing gear,World
Britain warns of ‘Arctic shot’,World
US Navy rescues Iranian seamen adrift for 8 days,World
Iceland’s ruling coalition agrees on new government,World
Austria virus,World
Syrian Kurds,World
Kyrgyz vote,World
Angola virus,World
Iran nuclear talks to restart today,World
"EU, Nato vow action against hybrid threats on Baltic visit",World
"For Americans, convenience of buy-now-pay-later services come with risks",World
"Dead dolphins, extortion,",World
"Barbados to become a republic, replacing British queen",World
Suu Kyi due to hear first verdict in junta trial,World
"Scientists are hunting for gene link to severe Covid; Japan to bar foreign arrivals over virus variant; UK extends Covid vaccine booster programmeLondon: All adults in Britain will now be able to get a third Covid jab, a government scientific advisory body said on Monday, as concern mounted about the spread of the new Omicron variant.The move, approved by Health Secretary Sajid Javid, comes as the UK government said it needed to react swiftly to the new variant, which was first detected in South Africa. ""We’re advising that the booster programme should now be extended to adults aged 18 to 39 years old,"" said Wei Shen Lim, of the Joint...",World
Iran ‘firmly determined’ to salvage nuclear deal,World
French minister urges UK to open legal migrant route,World
"Turkey to seek Egypt, Israel thaw",World
Iran e-commerce chief convicted,World
UK to stop Iran becoming N-power,World
‘European Newsroom’,World
Ex-Georgia leader on trial,World
Prince Charles,World
‘HIV infection’,World
‘The cold will kill us’: Yemen’s fleeing families face desert winter,World
Epstein associate Maxwell goes on trial for sex crimes,World
‘Vaccine’ is word of the year for Merriam-Webster,World
"Pressure mounts on Syria, Russia over chemical weapons",World
SL breaks up Tamil remembrance of war dead,World
"Dutch discovered Omicron a week before S African flight cases; Omicron vaccine could get nod in four months: EUBrussels: Vaccines specially adapted for the new Omicron coronavirus variant could be approved in three to four months if they are needed, the head of the EU’s drug regulator said on Tuesday.The decision on whether new shots are required would, however, have to be made by other bodies, European Medicines Agency Executive Director Emer Cooke said. ""Were there a need to change the existing vaccines, we could be in a position to have those approved within three to four months,"" Cooke told a...",World
Barbados names ‘Diamond’ Rihanna national hero,World
Azerbaijan says 14 die in helicopter crash,World
Sadr’s bloc declared biggest winner in Iraq,World
"Pentagon plans stronger posture toward Russia, China",World
‘Miracle’ rescue of Jap after 22 hours at sea!,World
UK spy chief,World
Syria airstrike,World
Sudan’s security forces fire tear gas at demos against post-coup deal,World
Suu Kyi at mercy of military once again,World
Nasa postpones ISS spacewalk due to debris risk,World
"Omicron fears deepen around the world: EU chief mulls mandatory Covid jabsBrussels: Europe’s top official said on Wednesday it was time to “think about mandatory vaccination” as the fast-spreading Omicron variant darkened forecasts and deepened fears of another difficult winter.Ignoring a WHO warning against blanket travel bans, Japan suspended new flight bookings into the country as the OECD warned that Omicron threatens economic recovery and lowered the growth forecast for 2021.Rising infection rates have already seen European governments reintroduce...",World
International migration rose despite Covid curbs: UN,World
"30,000 UK homes still without power after storm",World
Trump tested positive just before debate,World
"30 percent of UK birds endangered, report warns",World
Four injured as WWII bomb explodes in Munich,World
Napoleon’s sword up for auction in US,World
Nigeria boat disaster kills 29,World
Ethiopia govt retakes town,World
Google to halt election ads,World
Invasion fears mount: Ukraine leader calls for talks with Russia,World
BD mayor held for refusing mural of Mujib,World
"Ramaphosa slams pandemic ‘health apartheid’; Dutch allow more than half to leave ‘Covid hotel’; Germany eyes crackdown on unjabbedBerlin: Leaders in Germany were poised to approve a de-facto lockdown for the unvaccinated on Thursday with the United States set to ramp up testing requirements for travellers in a winter battle against Covid-19.The discovery of a new Omicron variant, first reported to the World Health Organisation by South Africa on November 24, has spread worldwide rapidly, as the EU health agency warned Omicron could cause over half of Europe’s Covid cases in the ""next few months"".More than two dozen...",World
Pope accepts French archbishop’s resignation,World
France rejects joint Channel border patrols with UK,World
Delhi shuts schools again,World
Serbia jails four ex-officers over journalist’s murder,World
Vietnam’s terraced rice fields wait for tourists,World
HK launches China-style tracking app for travel,World
EU provides 325m euro boost for refugees,World
Twitter,World
Iran says nuclear deal ‘within reach’ if West shows goodwill,World
Meghan urges tabloid shake-up after second privacy win,World
Republicans threaten bid to avert US govt shutdown,World
"Russia, US clash over Ukraine",World
Scholz’s election as German chancellor planned for Dec 8,World
Russia detains Ukrainian spies,World
Yemenis need ‘justice’,World
"Biden vows new measures to protect Ukraine from RussiaWASHINGTON: US President Joe Biden on Friday said he was preparing fresh policies to halt any Russian plans to invade Ukraine after Washington and Kiev reported Moscow had massed troops near its border.Tensions have skyrocketed in recent weeks after US Secretary of State Antony Blinken warned Moscow against an invasion. Kiev said Russia has deployed around 115,000 troops near its borders, on Moscow-annexed Crimea and in two eastern regions held by pro-Russian rebels.The Kremlin denied the...",World
EU asylum demands up as more Afghans flee,World
Philippines court allows Nobel laureate Ressa to travel to Norway,World
Austria’s ruling party names new chancellor,World
Europeans ‘disappointed’ at ‘back-tracking’ at Iran nuclear talks,World
"Omicron ‘quite infectious’, must not panic: WHO",World
Lebanon minister resigns to ease crisis with Gulf,World
Finnish police arrest five on terrorism charges,World
Russia closes notorious ‘whale jail’,World
"UAE, France sign $18 billion deal for 80 Rafale jets as Macron starts Gulf tour",World
Hiroshima attack flame offered for Pearl Harbor memorial,World
Syrians in Denmark suffer unbearable wait,World
Spain can extradite Venezuela ex-intel chief to US: court,World
Bosnia arrests former Serb police for civilian murders during war,World
Council of Europe to discipline Turkey over jailed activist,World
Civilians among 10 dead in Iraq attack blamed on IS,World
"German Social Democrats wave through coalition dealBERLIN: Members of Germany’s centre-left Social Democrats on Saturday voted to approve a coalition deal set to install their candidate Olaf Scholz as chancellor next week, taking over from Angela Merkel.Roughly 600 delegates at a Berlin party congress voted massively in favour of the deal with the Greens and liberal Free Democrats, at 98.8 percent approval with only seven “no” votes. The two smaller parties must also approve the pact before a Wednesday vote in parliament on the new...",World
Honduran president wants UN help to battle corruption,World
Russia labels Belarus sanctions ‘inhumane’,World
European nationalists eye new alliance,World
Hundreds of I Coast women march against rape,World
Lesbos migrants hope Pope will ‘take their voice to world’,World
Over 20 drown as bus swept into flooded river in Kenya,World
US school shooter parents plead not guilty,World
Thousands flee as Mount Semeru erupts,World
Israeli police kill Palestinian,World
Nine killed in Yemen,World
Biden-Putin to hold talks by video conference Tuesday,World
"Cook Islands reports first case of Covid-19; Austria sees third weekend of coronavirus protests; Delta variant still dominates, say experts",World
Stolen Nepali statue returns to its temple after decades in US,World
Total solar eclipse plunges Antarctica into darkness,World
Italian tries to dodge Covid jab using fake arm,World
Macron in S Arabia to talk regional stability with crown prince,World
Twitter admits policy ‘errors’ after far-right abuse,World
"3-week deadline set for PSL franchises to submit annual feeISLAMABAD: The Pakistan Cricket Board has given three weeks’ time to all the six franchises of the Pakistan Super League to submit the annual fee, hoping that long-awaited dues will be cleared before start of the sixth edition of the league.‘The News’ has learnt from well-placed sources that the annual fee that was supposed to be submitted with the PCB long back has yet to be paid by the franchises.“The PCB has directed all the PSL franchises to deposit the annual fee within next...",Sports
PSL 2021 draft to take place on 9th,Sports
Babar is the Most Valuable Cricketer,Sports
Haaland back in action as Bundesliga returns from mini-break,Sports
New Zealand eye top Test spot with series win against Pakistan,Sports
"Rohail, Hussain shine in Shaheens win",Sports
Faheem aims not to repeat mistakes,Sports
Fitness to decide Babar’s fate today,Sports
"Kamran, Adil, Israr rescue Khyber Pakhtunkhwa after early hiccups",Sports
"Omar Khalid, Salman Khan share lead in National Golf Championship",Sports
Chelsea turn a profit despite impact of coronavirus,Sports
Qatari ‘Superman’ al-Attiyah ready to flex Dakar muscles,Sports
Neymar laughs off reports of New Year’s party for 500,Sports
Gerrard tells Rangers fans to stay home for 50th anniversary of Ibrox tragedy,Sports
Man Utd eye Premier League summit after Liverpool stumble,Sports
"Omar Khalid emerges as sole leader in National Golf ChampionshipKARACHI: Sixteen-year-old Omar Khalid fired another steady round on the third day of the 60th National Amateur Golf Championship to become the sole leader ahead of the final round here at the Karachi Golf Club on Saturday.The lanky Omar, who shared the lead on the second day with Salman Khan after carding an impressive 71, scored 74 in the third round to enjoy a slim one-shot lead on the penultimate day of the prestigious four-day championship.While Omar, who has a three-day aggregate of 222 ...",Sports
England return for SL Tests amid virus surge,Sports
Fawad feels honoured,Sports
Unfit Babar opts out of second Test,Sports
"Cricketers, officials offer condolence",Sports
Hasan Ali keen on making a comeback,Sports
Irfanullah puts Khyber Pakhtunkhwa in driving seat,Sports
Son bags 100th Spurs goal as Leeds crumble,Sports
Record-setting Kubacki soars to Four Hills win in Garmisch,Sports
Rangers open up 19-point lead on Celtic after Old Firm win,Sports
Weakened Ahly drop first points this season,Sports
Yousuf covered record 625 km in 14 half marathons,Sports
Pochettino named new coach of Paris Saint-Germain,Sports
Qatari driver Al-Attiyah wins Dakar prologue,Sports
Tottenham slamstars for flouting coronavirus protocols,Sports
SA without Rabada for second SL Test,Sports
"Jamieson takes five to blunt Azhar’s battling 93CHRISTCHURCH: Kyle Jamieson took a five wicket haul as New Zealand bowled out Pakistan for 297, anchored by a sterling 93 from Azhar Ali on day one of the second Test between the two countries in Christchurch on Sunday.Jamieson, in only his sixth Test, had the figures of five for 69, the third five-wicket haul of his fledgling career.New Zealand won the toss and bowled first on the green strip and as Jamieson found bounce and movement to claim wickets at one end, Azhar was defiant at the...",Sports
Nortje six blows Sri Lanka away before Elgar cements stranglehold,Sports
Shaheens thrash Kiwis in T20 match,Sports
In-form Azhar aims to end NZ tour with win,Sports
Gohar glad to make Test debut,Sports
England in Sri Lanka to resume Covid-cancelled Test tour,Sports
Ganguly recovering after heart attack,Sports
Kamran hits fifth century of season to give KP advantage over Central Punjab,Sports
Record-breaking Omar Khalid wins national golf crown,Sports
"Momota positive for Covid-19, Japan to miss Thailand Open",Sports
Leverkusen coach Bosz waves white flag in title race,Sports
Covid restricts South African domestic competition,Sports
Africa roundup: Red cards as Uganda hold Cameroon in CHAN warm-up,Sports
Ex-PCB BoG member Zulfiqar for revival of old cricket system,Sports
Tennis in 2021: Three talking points and ones to watch,Sports
"Williamson ton swings momentum New Zealand’s wayCHRISTCHURCH, New Zealand: A classic century by Kane Williamson in an unbroken 215-run stand with Henry Nicholls hauled New Zealand into a strong position at 286 for three at stumps on day two of the second Test against Pakistan on Monday.New Zealand, having recovered from 71 for three in Christchurch, ended the day trailing Pakistan’s first innings 297 by just 11 runs with seven wickets in hand.Williamson, newly installed as the world’s number one Test batsman, was unbeaten on 112, his...",Sports
"Dropped catches cost Pakistan dearly, says Abbas",Sports
Ajmal to be Islamabad United’s assistant coach,Sports
Karunaratne gives SL slender lead after SA collapse,Sports
England’s Moeen tests positive for Covid-19,Sports
Quaid-e-Azam Trophy final evenly poised: Exciting cricket expected as Central Punjab need 216 to win with eight wickets in hand,Sports
U19 WC preparation,Sports
Sana COVID positive,Sports
Dar disappointed by Pak fielding in New Zealand,Sports
Lampard braced for Chelsea ‘pain’ after Man City masterclass,Sports
Regional cricket stakeholders to meet by mid-Jan against PCB policies,Sports
Dortmund urge Haaland to follow ‘world-class’ Lewandowski’s example,Sports
Haseen Habib stun Omar Associates to reach National Seniors Cup regional finals,Sports
Confident Fury says he will knock out Joshua inside two rounds,Sports
"NA body stages walkout to resent absence of Mani, Fehmida",Sports
Saleem Rajput elected SOA Sr Vice President,Sports
Cricket Centre move into OTC Lahore Challenge Cup final,Sports
Barton to leave Fleetwood with ‘immediate effect’,Sports
"Central Punjab, Khyber Pakhtunkhwa share trophy after thrilling final ends in tieKARACHI: Central Punjab and Khyber Pakhtunkhwa were the joint winners of the Quaid-e-Azam Trophy after their final ended in a tie owing mainly to a blazing unbeaten 106 by Hasan Ali here at National Stadium on Tuesday.Chasing 356, Central Punjab had levelled the scores with their last pair at the crease before KP off-spinner Sajid Khan had Waqas Maqsood caught by Kamran Ghulam at mid-on. Both sides shared the trophy as they were also tied on points after the completion of their first...",Sports
Williamson’s masterful 238 leaves Pakistan in trouble,Sports
Naseem admits bowling mistakes helped NZ post big total,Sports
SA complete series sweep as ‘bubble life’ proves no party,Sports
Balochistan sports secretary discusses National Games with POA officials,Sports
Liverpool stumble again in Southampton defeat,Sports
Premier League records 40 positive coronavirus cases,Sports
Leeds Rhinos captain Ward retires at 27 due to concussions,Sports
Lahore Qalandars planning ‘better’ combination for PSL-6,Sports
Kiwis edge Shaheens in final T20,Sports
Probables for SA series to undergo three Covid-19 tests,Sports
Punjab Squash Association now a defunct body: PbOA,Sports
Decision on Covid-threatened Australia F1 ‘in coming weeks’,Sports
"Miller, Rashid, Gayle in PSL 2021 Platinum roster",Sports
PAF sailors clean sweep National Sailing Championship,Sports
PBF to hold National Boxing Championship next month in Lahore,Sports
Punjab Open Inter-Division Sports,Sports
"Jamieson stars for NZ as Pakistan humbled in second TestCHRISTCHURCH: Towering paceman Kyle Jamieson completed an 11-wicket match haul Wednesday as New Zealand thrashed Pakistan in the second Test to become the world’s top-ranked team.Jamieson was near unplayable in Pakistan’s second innings, finishing with six for 48 after his five for 69 in the first innings, to give New Zealand victory by an innings and 176 runs.The win inside four days in Christchurch, which completed a 2-0 series sweep, also confirmed New Zealand had overtaken Australia to...",Sports
Misbah’s future looks uncertain after team’s poor show against Kiwis,Sports
Selection committee meeting next week,Sports
England’s Crawley up for more bubbles to play Test cricket,Sports
Skipper Rizwan accepts responsibility for Test series loss,Sports
Azhar blames coaches for defeat in NZ,Sports
BD name Englishman Lewis as new batting coach,Sports
Afridi slams team for poor show,Sports
Records broken during Quaid Trophy,Sports
"Son, Sissoko send Spurs into League Cup final",Sports
US Olympic football hopefuls gather before qualifying,Sports
Ground breaker Alves’ Club World Cup selection ‘dream come true’,Sports
Punjab Inter-Division Sports begin,Sports
Man City confirm more coronavirus cases,Sports
Ronchi to miss PSL 6,Sports
‘End of an era’ as Chinese football’s star power fades,Sports
PTF to host three international events in first quarter,Sports
Hirschi to leave team with one year on contract,Sports
"Criticism over team’s show not without reasons: MisbahISLAMABAD: Head coach Misbahul Haq, who will be facing tough questions regarding team’s performance upon his return from New Zealand, Thursday admitted that Pakistan team failed to deliver in all departments of the game during Test series against New Zealand.In a PCB’s podcast shared from Christchurch, Misbah said that the criticism over team’s performance was not without reasons.“The people who are criticising team’s performance after 2-0 series loss are right. We have not been able...",Sports
"Pucovski, Labuschagne put Australia on top in third Test",Sports
Arshad begins hard training,Sports
"Omar Khalid is Pakistan sports’ ‘find of the year’, says Wasim Akram",Sports
England women’s cricket team to make ‘historic’ trip to Pakistan,Sports
Ganguly leaves hospital as oil brand’s ‘heart healthy’ ads pulled,Sports
"Jamieson, modest but ‘brutal’ bowler who put NZ on top of the world",Sports
City win battle of Manchester to reach League Cup final,Sports
Squads named as First XI Pakistan Cup One-day tournament begins today,Sports
Asif Bajwa calls on DG Sports Punjab,Sports
Aston Villa suffer virus outbreak as concerns grow for EPL season,Sports
"Serena, Barty to headline Australian Open warm-up tournaments",Sports
"De Villiers wins Dakar fifth stage, Peterhansel extends lead",Sports
Faisalabad division dominates archery contests,Sports
Debacle in New Zealand — who’s to blame?,Sports
"SA announces new-look Test squad for Pakistan seriesJOHANNESBURG: South Africa’s cricket selectors on Friday named a 21-man squad for two Tests in Pakistan, starting in Karachi on January 26.The squad includes two fast bowlers, Daryn Dupavillon and Ottneil Baartman, who have not yet played at Test level. Dupavillon has played in one one-day international.The pair effectively replace fellow fast bowlers Glenton Stuurman and Migael Pretorius, who were in South Africa’s squad for the recent Test series against Sri Lanka but who suffered...",Sports
Smith smacks century as India trail Australia by 242,Sports
FIFA to allow concussion subs at Club World Cup,Sports
AFP disaffiliates from POA,Sports
WI’s Shepherd out of BD tour with coronavirus,Sports
Agha Salman’s ton sinks Sindh,Sports
Dananjaya cleared to bowl again,Sports
"PSL-VI to begin on Feb 20, limited to Karachi, Lahore",Sports
Tokyo Olympics ‘safe’ despite virus emergency: organisers,Sports
"Sainz wins Dakar stage six, Peterhansel leads",Sports
Dortmund hunt win at high-fliers Leipzig to rejoin title race,Sports
Minnows Marine FCbrace for Spurs FA Cup tie,Sports
Faisalabad division wins Quaid-e-Azam Open Inter-Division Sports C’ship,Sports
Customs promise support to KHA for hockey revival,Sports
WSF’s top officials due in Islamabad later this month,Sports
Ayaan moves into Essa Lab National Tennis second round,Sports
National Tenpin Bowling gets underway,Sports
Tour de France champion Pogacar gets Covid-19 jab,Sports
"Misbah, Waqar to appear before PCB cricket committeeISLAMABAD: National team head coach Misbahul Haq and bowling coach Waqar Younis are to appear before the cricket committee on Tuesday or Wednesday to share reasons for back-to-back Test series losses in England and New Zealand.A well-placed source in the Pakistan Cricket Board told ‘The News’ that the meeting will be an important one in an effort to determine the duo’s role and their failure in the series.“The PCB Cricket Committee headed by Saleem Yousaf is to meet on Tuesday or...",Sports
"Labuschagne, Smith steer Australia to ominous lead",Sports
"PHF contacts FIH, AHF for hosting international events",Sports
Govt to finance training of Tokyo-bound athletes,Sports
Mushaf named non-playing captain of Pak Davis Cup team,Sports
Weakened WI face ‘multiple’ tests on BD tour,Sports
Eyes on Gayle and Rashid as PSL Draft takes place today,Sports
Liverpool survive scare from virus-hit Villa in FA Cup,Sports
"Djokovic, Nadal, Serena to quarantine in Adelaide, not Melbourne",Sports
Moyes urges people not to pick on footballers over virus breaches,Sports
English seizes two-stroke PGA Tournament of Champs lead,Sports
Flick’s Bayern ‘punished’ by mistakes in Gladbach defeat,Sports
Retentions and releases for PSL-VI,Sports
Ibrahimovic returns to AC Milan squad against Torino,Sports
Atletico Madrid game lost in Spanish snowstorm,Sports
Rangoonwala face Karachi Strikers in T20 final today,Sports
"ICC probes racist abuse after fans ejected from SCGSYDNEY: Cricket chiefs have launched an investigation into allegations of racist abuse of the India team from sections of the crowd in the third Test, after six people were ejected and play halted for nearly 10 minutes Sunday.The International Cricket Council probe followed Mohammed Siraj and Jasprit Bumrah apparently being targeted while they fielded by the boundary ropes of the Sydney Cricket Ground late Saturday.In a second incident, play was halted just before the tea break on Sunday when...",Sports
India battle to save Sydney Test,Sports
Support for Olympics hits new low in Japan: poll,Sports
High-level meeting to decide fate of SA Games today,Sports
All-round Anwar powers Sindh to victory,Sports
"Quetta rope in Gayle, Rashid joins Lahore for PSL-6",Sports
"Leeds stunned by Crawley as Chelsea, Man City advance",Sports
Al-Rajhi denies ‘Mr Dakar’ on marathon stage,Sports
Pockets silences critics to bag January Cup,Sports
Stuttgart romp to first league win since thrashing Dortmund,Sports
Ten-day tennis coaching course concludes,Sports
Pochettino gets first win with PSG but Lyon stay top of Ligue 1,Sports
Mancini leveller stalls Inter,Sports
‘That’s not football’: Zidane blasts snow-hit pitch as Real Madrid held,Sports
"Multiple factors led to Pak debacle in New Zealand: MisbahLAHORE: National cricket team head coach Misbah-ul-Haq has said there were multiple factors behind Pakistan’s defeats in New Zealand.Talking to media at Gaddafi Stadium on Monday, Misbah admitted that the performance of the national team was not satisfactory. He said that strict COVID-19 protocols and multiple injuries and absence of captain Babar Azam were the major reasons for the disappointing performance during the New Zealand tour.The former skipper said that lack of training impacted...",Sports
India stand firm for fighting draw in third Test,Sports
England’s Lawrence draws on Cook example as Test debut looms,Sports
14th South Asian Games: Punjab’s populous cities to host major events,Sports
"Efforts will be made to hold PSL-6 with crowd, says Mani",Sports
"Misbah not being sacked as head coach,says PCB",Sports
No competitions Kabaddi players’ suffering continues,Sports
"PCB, PSL franchises closer to sign new financial deal",Sports
Tottenham to play Fulham instead of Villa after virus issues,Sports
Spurs see off Marine to avoid shock defeat,Sports
Al-Attiyah adds another Dakar stage win,Sports
English wins playoff to take PGA Tournament of Champions,Sports
"Japan sumo wrestler quits, saying coronavirus fears ignored",Sports
Tokyo shines bright for cycling in 2021 but Tour de France still glitters,Sports
Bubble badminton: tour returns behind closed doors in Bangkok,Sports
Shabbir wins National Tenpin Bowling title,Sports
Hockey team camp to be announced after AHF meeting: Manzoor Jr,Sports
Aqeel Shabbir wins two titles in beach tennis,Sports
Orient clinch Lahore’s CPL T20 Cricket trophy,Sports
Rafum Punjab Junior Tennis gets under way today,Sports
"SA Games moved to 2023ISLAMABAD: The 14th edition of the South Asian Games will now be held in March 2023 in Lahore and nearby cities, ‘The News’ has learnt reliably.The decision was taken at a high-level meeting meant to set the things rolling to start the preparations for the Games. Though the final decision regarding dates of the Games was left to the Pakistan Olympic Association , however all the stakeholders have agreed to host the Games in March 2023, just before start of the month of Ramzan.“We have...",Sports
Babar against ‘many changes’ for South Africa series,Sports
Hasan says he has proven his fitness by consistent performances,Sports
Covid-hit England-Sri Lanka Test series set to begin tomorrow,Sports
Pak vs SA: Pakistan Test squad likely to be finalised on Friday,Sports
POA offers to hold PFF elections,Sports
‘WI youngsters have chance to shine on BD tour’,Sports
Babar retains fifth spot in ICC batting ranking,Sports
Khurram’s century helps Sindh down Central Punjab,Sports
"Australia, China F1 postponed as Covid-19 hits global sport again",Sports
Masters plans to admit limited number of spectators in April,Sports
Gul to be Gladiators bowling coach,Sports
Australia’s Toby Price crashes out of perilous Dakar,Sports
Seeded players advance in Rafum Punjab Junior Tennis,Sports
Pakistan to host world’s first online scrabble c’ship from January 22,Sports
Haseen Habib win Southern Regional final of 21st National Seniors Cup,Sports
English league chief warns virus breaches could lead to football suspension,Sports
Mourinho has no sympathy for Fulham over fixture switch,Sports
Rangoonwala clinch Corporate Twenty-20 League title,Sports
Ozil eyes Turkey or US move as he nears Arsenal exit,Sports
"Waqar satisfied with fast bowlers’ performanceLAHORE: Bowling coach Waqar Younis has expressed his satisfaction over the performance of fast bowlers during the Test series against New Zealand which Pakistan lost 2-0.Talking to media at a press conference here on Wednesday, he claimed that the team was on the right track. Like head coach Misbahul Haq, he also blamed the circumstances caused by COVID-19 for the defeats.He said the health protocols hampered their campaign and preparation for the series in New Zealand.Waqar said that the tour...",Sports
Extensive Covid-19 testing awaits South Africa team,Sports
Lyon eyes twin milestones in Brisbane - 400 wickets in 100th Test,Sports
Misbah to have only advisory role in final XI selection,Sports
Nasir improves PSA ranking,Sports
Premier League clubs warned by EPL chief over Covid protocols,Sports
Jones aims to ‘change perspectives’ after qualifying for Australian Open,Sports
Shah to be sent to Budapest for three-month training,Sports
"‘Absolute rubbish’ - Langer goes into bat for Paine, Smith",Sports
‘Cricket committee meeting was a mere formality’,Sports
‘IPL to blame for injury-wracked Test series’,Sports
Wasim to announce 20-member squad tomorrow,Sports
U19 WC preparation begins,Sports
Ex-Man City star Sun says foreign coaches in China just for money,Sports
Leader of Dakar Rally motorbike race ‘Nacho’ drops out,Sports
Women’s Six Nations postponed but men’s event to go ahead,Sports
"Women team, officials clear COVID-19 tests in South Africa",Sports
Natalia clinches tennis tournament title,Sports
Hassan stars in United Academy victory,Sports
"Bess five-for gives England opening day honoursGALLE: Off-spinner Dom Bess claimed five wickets to help bowl out Sri Lanka for 135 and give England the advantage on day one of a Test that took 10 months to start on Thursday.Bess, who returned figures of 5-30, combined with paceman Stuart Broad, who took three wickets, as Sri Lanka were all out in two sessions as the two-Test series resumed in Galle after the original tour was aborted over the coronavirus in March.England lost their openers early but skipper Joe Root, on 66, and Jonny...",Sports
"Babar starts practice, looks forward to SA series",Sports
Shoaib urges youth to enhance confidence level,Sports
"Shan, Haris, Abbas likely to be dropped",Sports
Training camps to continue despite Games postponement: Dr Arshad,Sports
England fan waits 10 months for SL Test — and gets kicked out,Sports
Boucher wants Kallis back in SA coaching set-up,Sports
Tayyab hits spectacular century in Central Punjab win,Sports
Fulham silence Mourinho with late leveller to deny Spurs,Sports
"Ronaldo v Lukaku as title-chasing Juventus, Inter clash",Sports
POA president praises Imran’s support,Sports
AGM to ponder PTF plans for SA Games,Sports
Japan’s Top League rugby on hold over coronavirus outbreak,Sports
Olympic hurdles champ McNeal suspended for ‘tampering’ of doping control,Sports
Asian Indoor and Martial Arts Games postponed,Sports
Murray’s Australian Open participation in doubt after positive virus test,Sports
F1’s Leclerc tests positive for Covid-19,Sports
"Mahatir, Asad clinch tennis titles",Sports
"Pakistan ring the changes for home Tests against ProteasKARACHI: The writing was on the wall. Pakistan’s catastrophic tour of New Zealand resulted in the clipping of Misbah-ul-Haq’s wings. And on Friday, several members of the squad who flopped miserably in the two-Test series against the Black Caps had to pay the price for their poor performance.Mohammad Waseem, the man who has replaced Misbah as chief selector, has decided to ring the changes as he named nine uncapped players in the 20-man Test squad for the forthcoming home series against...",Sports
‘Anything can happen’ with Tokyo Olympics: Japan minister,Sports
England team hotel hit by coronavirus cases,Sports
India fight back but Australia hold edge in decisive Test,Sports
POA convenes federations’ meeting on Feb 13,Sports
Wasim says reports of Misbah’s removal untrue,Sports
Saadi requests federal govt to hire Turkish coach for him,Sports
‘Ruthless’ Root hits first ton in over a year,Sports
France’s ‘Mr Dakar’ wins Rally for 14th time,Sports
Pochettino starts to make mark as PSG eye top spot,Sports
Premier League warns players to avoid own goal over celebrations,Sports
Kamran criticises selectors for Test team selection,Sports
‘Poor selection just to cut Misbah’s career short’,Sports
PTF’s National Training Centre almost non-functional,Sports
Hasnain stars in United Sports victory,Sports
Southern Punjab fined for slow over rate,Sports
Tendulkar's son makes domestic debut for Mumbai,Sports
